location,price,area,bedroom
3 BHK Residential Apartment in Noida Extension,"₹ 58 Lac₹ 3,945/sq.ft.","1,470 sq.ft. (137 sq.m.) Carpet Area",3 BHK2 Baths
4 BHK Independent Builder Floor in Sushant Lok Phase - 3,"₹ 1.8 Cr₹ 7,391/sq.ft.","2,300 sq.ft. (214 sq.m.) Super built-up Area",4 BHK4 Baths
2 BHK Residential Apartment in Sector-104 Gurgaon,"₹ 85 Lac₹ 6,698/sq.ft.","1,269 sq.ft. (118 sq.m.) Super built-up Area",2 BHK2 Baths
Residential land / Plot in Sector 75 Faridabad,"₹ 1.15 Cr₹ 4,217/sq.ft.","2,727 sq.ft. (253 sq.m.) Plot Area",
3 BHK Independent Builder Floor in Sector 85 Faridabad,"₹ 66 Lac₹ 4,714/sq.ft.","1,400 sq.ft. (130 sq.m.) Carpet Area",3 BHK2 Baths
3 BHK Residential Apartment in Moti Nagar,"₹ 1.85 Cr₹ 11,385/sq.ft.","1,625 sq.ft. (151 sq.m.) Super built-up Area",3 BHK2 Baths
2 BHK Residential Apartment in Vasant Kunj,"₹ 60.21 Lac₹ 6,690/sq.ft.",900 sq.ft. (84 sq.m.) Super built-up Area,2 BHK2 Baths
3 BHK Independent Builder Floor in C Block Sushant Lok Phase - I,"₹ 1.8 Cr₹ 8,000/sq.ft.","2,250 sq.ft. (209 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Independent Builder Floor in Freedom Fighter Enclave,"₹ 37 Lac₹ 4,111/sq.ft.",900 sq.ft. (84 sq.m.) Super built-up Area,2 BHK2 Baths
4 BHK Independent Builder Floor in Greater Kailash I,"₹ 4.5 Cr₹ 16,667/sq.ft.","2,700 sq.ft. (251 sq.m.) Built-up Area",4 BHK4 Baths
2 BHK Residential Apartment in Vasant Kunj,"₹ 55.11 Lac₹ 4,239/sq.ft.","1,300 sq.ft. (121 sq.m.) Super built-up Area",2 BHK2 Baths
3 BHK Residential Apartment in Vasant Kunj,"₹ 80.16 Lac₹ 6,166/sq.ft.","1,300 sq.ft. (121 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Residential Apartment in Sector-68 Gurgaon,"₹ 99 Lac₹ 7,795/sq.ft.","1,270 sq.ft. (118 sq.m.) Super built-up Area",2 BHK2 Baths
3 BHK Independent Builder Floor in Sarvodaya Enclave,"₹ 12 Cr₹ 22,222/sq.ft.","5,400 sq.ft. (502 sq.m.) Carpet Area",3 BHK3 Baths
4 BHK Independent Builder Floor in Green Park Main,"₹ 5.4 Cr₹ 20,000/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK4 Baths
Residential land / Plot in DLF CITY PHASE 2,"₹ 14.32 Cr₹ 23,333/sq.ft.","6,138 sq.ft. (570 sq.m.) Plot Area",
Residential land / Plot in BLOCK c,"₹ 10.44 Cr₹ 26,667/sq.ft.","3,915 sq.ft. (364 sq.m.) Plot Area",
Residential land / Plot in AKASHNEEM MARG,"₹ 10.05 Cr₹ 27,778/sq.ft.","3,618 sq.ft. (336 sq.m.) Plot Area",
3 BHK Residential Apartment in Vasant Kunj,"₹ 2.25 Cr₹ 15,000/sq.ft.","1,500 sq.ft. (139 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Vasant Kunj,"₹ 2.25 Cr₹ 15,000/sq.ft.","1,500 sq.ft. (139 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Residential Apartment in Sector-66 Gurgaon,"₹ 4.7 Cr₹ 8,392/sq.ft.","5,600 sq.ft. (520 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Residential Apartment in Sector-65 Gurgaon,"₹ 4.62 Cr₹ 11,521/sq.ft.","4,010 sq.ft. (373 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Independent Builder Floor in Sector-91 Gurgaon,"₹ 1.29 Cr₹ 4,820/sq.ft.","2,676 sq.ft. (249 sq.m.) Carpet Area",4 BHK4 Baths
Residential land / Plot in Sector-82 Gurgaon,"₹ 2.4 Cr₹ 7,407/sq.ft.","3,240 sq.ft. (301 sq.m.) Plot Area",
4 BHK Independent Builder Floor in Paryavaran Complex,"₹ 1.3 Cr₹ 6,842/sq.ft.","1,900 sq.ft. (177 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Paryavaran Complex,"₹ 1.05 Cr₹ 5,526/sq.ft.","1,900 sq.ft. (177 sq.m.) Super built-up Area",4 BHK4 Baths
Residential land / Plot in Sector-67A Gurgaon,"₹ 1.95 Cr₹ 7,222/sq.ft.","2,700 sq.ft. (251 sq.m.) Plot Area",
3 BHK Independent Builder Floor in Sector-46 Gurgaon,"₹ 1.45 Cr₹ 9,354/sq.ft.","1,550 sq.ft. (144 sq.m.) Super built-up Area",3 BHK3 Baths
(1 RK) Studio Apartment in Sector-143 Noida,"₹ 19 Lac₹ 3,846/sq.ft.",494 sq.ft. (46 sq.m.) Super built-up Area,1 RK1 Bath
4 BHK Residential Apartment in Sector-104 Gurgaon,"₹ 1.6 Cr₹ 6,516/sq.ft.","2,450 sq.ft. (228 sq.m.) Super built-up Area",4 BHK
3 BHK Residential Apartment in Sector-104 Gurgaon,"₹ 1.6 Cr₹ 6,516/sq.ft.","2,450 sq.ft. (228 sq.m.) Super built-up Area",3 BHK4 Baths
5 BHK Residential Apartment in Sector-81 Gurgaon,"₹ 3.47 Cr₹ 5,946/sq.ft.","5,840 sq.ft. (543 sq.m.) Super built-up Area",5 BHK5 Baths
4 BHK Residential Apartment in Sector-81 Gurgaon,"₹ 1.89  - 2.93 Cr₹ 5,946/sq.ft.","3,185-4,935 sq.ft. (296-458 sq.m.) Super built-up Area",4 BHK
3 BHK Residential Apartment in Sector-81 Gurgaon,"₹ 1.55  - 1.58 Cr₹ 5,946/sq.ft.","2,607-2,660 sq.ft. (242-247 sq.m.) Super built-up Area",3 BHK4 Baths
3 BHK Residential Apartment in Sector-60 Gurgaon,"₹ 1.74 Cr₹ 8,498/sq.ft.","2,045 sq.ft. (190 sq.m.) Super built-up Area",3 BHK4 Baths
4 BHK Residential Apartment in Sector-60 Gurgaon,"₹ 2.35  - 2.38 Cr₹ 8,498/sq.ft.","2,768-2,800 sq.ft. (257-260 sq.m.) Super built-up Area",4 BHK5 Baths
2 BHK Residential Apartment in Sector-60 Gurgaon,"₹ 1.16  - 1.3 Cr₹ 8,498/sq.ft.","1,365-1,524 sq.ft. (127-142 sq.m.) Super built-up Area",2 BHK
4 BHK Residential Apartment in Sector-70A Gurgaon,"₹ 2.15 Cr₹ 7,350/sq.ft.","2,925 sq.ft. (272 sq.m.) Super built-up Area",4 BHK5 Baths
2 BHK Residential Apartment in Sector-70A Gurgaon,"₹ 1.15  - 1.26 Cr₹ 7,348/sq.ft.","1,565-1,719 sq.ft. (145-160 sq.m.) Super built-up Area",2 BHK2 Baths
3 BHK Residential Apartment in Sector-70A Gurgaon,"₹ 1.55  - 1.78 Cr₹ 7,209/sq.ft.","2,150-2,475 sq.ft. (200-230 sq.m.) Super built-up Area",3 BHK
3 BHK Independent Builder Floor in Gulmohar park,"₹ 4.7 Cr₹ 28,200/sq.ft.","1,500 sq.ft. (139 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Safdarjung Enclave,"₹ 3.8 Cr₹ 18,858/sq.ft.","1,962 sq.ft. (182 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Gulmohar park,"₹ 4.35 Cr₹ 24,167/sq.ft.","1,800 sq.ft. (167 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Gulmohar park,"₹ 4.25 Cr₹ 23,611/sq.ft.","1,800 sq.ft. (167 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Residential Apartment in Sector-85 Gurgaon,"₹ 1.78  - 2.51 Cr₹ 9,674/sq.ft.","1,840-2,599 sq.ft. (171-241 sq.m.) Carpet Area",4 BHK
4 BHK Residential Apartment in Sector-85 Gurgaon,"₹ 1.78  - 2.51 Cr₹ 9,674/sq.ft.","1,840-2,599 sq.ft. (171-241 sq.m.) Carpet Area",4 BHK
2 BHK Residential Apartment in Sector-85 Gurgaon,"₹ 93  - 98.26 Lac₹ 9,392/sq.ft.","990-1,045 sq.ft. (92-97 sq.m.) Carpet Area",2 BHK2 Baths
3 BHK Residential Apartment in Sector-85 Gurgaon,"₹ 1.25  - 1.33 Cr₹ 9,680/sq.ft.","1,291-1,376 sq.ft. (120-128 sq.m.) Carpet Area",3 BHK3 Baths
4 BHK Independent Builder Floor in Palam Vihar,"₹ 1.55 Cr₹ 7,380/sq.ft.","2,100 sq.ft. (195 sq.m.) Carpet Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Palam Vihar,"₹ 1.75 Cr₹ 9,002/sq.ft.","1,944 sq.ft. (181 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Residential Apartment in Sarita Vihar,"₹ 1.75 Cr₹ 8,056/sq.ft.","1,800 sq.ft. (167 sq.m.) Super built-up Area",3 BHK2 Baths
4 BHK Independent Builder Floor in Greater Kailash I,"₹ 5.5 Cr₹ 27,161/sq.ft.","2,025 sq.ft. (188 sq.m.) Carpet Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Gulmohar park,"₹ 7.25 Cr₹ 26,852/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Independent Builder Floor in S.D.A,"₹ 4.25 Cr₹ 23,611/sq.ft.","1,800 sq.ft. (167 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Residential Apartment in Sector-102 Gurgaon,"₹ 1.79 Cr₹ 6,258/sq.ft.","2,860 sq.ft. (266 sq.m.) Super built-up Area",4 BHK5 Baths
4 BHK Independent Builder Floor in Greater Kailash I,"₹ 6.9 Cr₹ 15,333/sq.ft.","4,500 sq.ft. (418 sq.m.) Super built-up Area",4 BHK5 Baths
4 BHK Independent Builder Floor in Panchsheel Park,"₹ 6.9 Cr₹ 19,167/sq.ft.","3,600 sq.ft. (334 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Defence Colony,"₹ 7.85 Cr₹ 26,838/sq.ft.","2,925 sq.ft. (272 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in S.D.A,"₹ 12.5 Cr₹ 24,039/sq.ft.","5,200 sq.ft. (483 sq.m.) Carpet Area",4 BHK5 Baths
4 BHK Independent Builder Floor in C Block Sushant Lok Phase - I,"₹ 2.6 Cr₹ 9,630/sq.ft.","2,700 sq.ft. (251 sq.m.) Carpet Area",4 BHK4 Baths
3 Bedroom Farm house in Gadaipur,"₹ 19.75 Cr₹ 4,534/sq.ft.","43,560 sq.ft. (4047 sq.m.) Plot Area",3 BHK3 Baths
4 BHK Residential Apartment in Jaypee Greens,"₹ 3.5 Cr₹ 7,865/sq.ft.","4,450 sq.ft. (413 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Residential Apartment in Sector-67 Gurgaon,"₹ 2.23 Cr₹ 7,000/sq.ft.","3,186 sq.ft. (296 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Independent Builder Floor in Freedom Fighter Enclave,"₹ 50 Lac₹ 5,000/sq.ft.","1,000 sq.ft. (93 sq.m.) Super built-up Area",2 BHK2 Baths
4 BHK Independent Builder Floor in Kailash Colony,"₹ 4.7 Cr₹ 10,444/sq.ft.","4,500 sq.ft. (418 sq.m.) Carpet Area",4 BHK4 Baths
2 BHK Independent Builder Floor in Freedom Fighter Enclave,"₹ 47.99 Lac₹ 4,799/sq.ft.","1,000 sq.ft. (93 sq.m.) Super built-up Area",2 BHK2 Baths
2 BHK Independent Builder Floor in Freedom Fighter Enclave,"₹ 44 Lac₹ 5,000/sq.ft.","1,000 sq.ft. (93 sq.m.) Super built-up Area",2 BHK2 Baths
3 BHK Residential Apartment in I P Extension,"₹ 1.6 Cr₹ 11,429/sq.ft.","1,400 sq.ft. (130 sq.m.) Super built-up Area",3 BHK2 Baths
Residential land / Plot in Palam Vihar,"₹ 3.2 Cr₹ 9,876/sq.ft.","3,240 sq.ft. (301 sq.m.) Plot Area",
Residential land / Plot in DLF CITY PHASE 1,"₹ 6.25 Cr₹ 25,720/sq.ft.","2,430 sq.ft. (226 sq.m.) Plot Area",
Residential land / Plot in DLF CITY PHASE 2,"₹ 6.7 Cr₹ 24,815/sq.ft.","2,700 sq.ft. (251 sq.m.) Plot Area",
Residential land / Plot in DLF CITY PHASE 2,"₹ 6.7 Cr₹ 24,815/sq.ft.","2,700 sq.ft. (251 sq.m.) Plot Area",
Residential land / Plot in DLF CITY PHASE 2,"₹ 4.95 Cr₹ 25,581/sq.ft.","1,935 sq.ft. (180 sq.m.) Plot Area",
Residential land / Plot in DLF CITY PHASE 1,"₹ 7.41 Cr₹ 184,788/sq.ft.",401 sq.ft. (37 sq.m.) Plot Area,
Residential land / Plot in DLF CITY PHASE 2,"₹ 4.94 Cr₹ 25,530/sq.ft.","1,935 sq.ft. (180 sq.m.) Plot Area",
Residential land / Plot in DLF CITY PHASE 2,"₹ 5.87 Cr₹ 20,640/sq.ft.","2,844 sq.ft. (264 sq.m.) Plot Area",
Residential land / Plot in DLF CITY PHASE 2,"₹ 8 Cr₹ 22,167/sq.ft.","3,609 sq.ft. (335 sq.m.) Plot Area",
1 BHK Independent Builder Floor in Neb Sarai,"₹ 16 Lac₹ 2,962/sq.ft.",540 sq.ft. (50 sq.m.) Super built-up Area,1 BHK1 Bath
Residential land / Plot in DLF CITY PHASE 1,"₹ 10.5 Cr₹ 23,240/sq.ft.","4,518 sq.ft. (420 sq.m.) Plot Area",
2 BHK Residential Apartment in Sector-E Vasant Kunj,"₹ 1.69 Cr₹ 14,083/sq.ft.","1,200 sq.ft. (111 sq.m.) Carpet Area",2 BHK2 Baths
3 BHK Independent Builder Floor in Sector-57 Gurgaon,"₹ 1.28 Cr₹ 8,000/sq.ft.","1,600 sq.ft. (149 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Independent Builder Floor in Neb Sarai,"₹ 26 Lac₹ 2,810/sq.ft.",925 sq.ft. (86 sq.m.) Super built-up Area,2 BHK2 Baths
2 BHK Residential Apartment in Greater Noida West,"₹ 41 Lac₹ 3,728/sq.ft.","1,100 sq.ft. (102 sq.m.) Super built-up Area",2 BHK2 Baths
4 BHK Independent Builder Floor in Greenfield Colony,"₹ 1.05 Cr₹ 2,537/sq.ft.","4,158 sq.ft. (386 sq.m.) Carpet Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Ashoka Enclave,"₹ 86.31 Lac₹ 4,064/sq.ft.","2,124 sq.ft. (197 sq.m.) Carpet Area",4 BHK3 Baths
3 BHK Residential Apartment in Sector-5 Dwarka,"₹ 1.65 Cr₹ 9,705/sq.ft.","1,700 sq.ft. (158 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Shanti Kunj,"₹ 1.5 Cr₹ 6,667/sq.ft.","2,250 sq.ft. (209 sq.m.) Built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Sector-82 Gurgaon,"₹ 79.5 Lac₹ 4,414/sq.ft.","1,790 sq.ft. (166 sq.m.) Super built-up Area",3 BHK4 Baths
3 BHK Residential Apartment in Sector-104 Gurgaon,"₹ 1.28 Cr₹ 6,986/sq.ft.","1,689 sq.ft. (157 sq.m.) Super built-up Area",3 BHK3 Baths
4 Bedroom Independent House in DLF CITY PHASE 1,"₹ 5 Cr₹ 27,778/sq.ft.","1,800 sq.ft. (167 sq.m.) Plot Area",4 BHK4 Baths
4 BHK Independent Builder Floor in DLF CITY PHASE 1,"₹ 4.65 Cr₹ 9,444/sq.ft.","4,500 sq.ft. (418 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Residential Apartment in Ahinsa Khand 2,"₹ 75 Lac₹ 3,924/sq.ft.","1,911 sq.ft. (178 sq.m.) Super built-up Area",3 BHK4 Baths
Residential land / Plot in Sushant Lok Phase - 1,"₹ 11.42 Cr₹ 17,147/sq.ft.","6,660 sq.ft. (619 sq.m.) Plot Area",
4 BHK Independent Builder Floor in Greater Kailash I,"₹ 8.5 Cr₹ 18,889/sq.ft.","4,500 sq.ft. (418 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Independent Builder Floor in Safdarjung Enclave,"₹ 3.85 Cr₹ 19,713/sq.ft.","1,953 sq.ft. (181 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Residential Apartment in Mehrauli,"₹ 52 Lac₹ 5,077/sq.ft.",900 sq.ft. (84 sq.m.) Super built-up Area,2 BHK2 Baths
3 BHK Residential Apartment in Kishangarh Village,"₹ 80 Lac₹ 6,153/sq.ft.","1,300 sq.ft. (121 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Kishangarh Village,"₹ 80 Lac₹ 6,153/sq.ft.","1,300 sq.ft. (121 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Residential Apartment in Noida Extension,"₹ 36.25  - 41.88 Lac₹ 3,875/sq.ft.","895-1,132 sq.ft. (83-105 sq.m.) Super built-up Area",2 BHK2 Baths
3 BHK Residential Apartment in Sector-75 Noida,"₹ 99.36 Lac - 1.27 Cr₹ 6,000/sq.ft.","1,656-2,124 sq.ft. (154-197 sq.m.) Super built-up Area",3 BHK
2 BHK Residential Apartment in Sector-95 Gurgaon,"₹ 21.96  - 23.76 Lac₹ 4,000/sq.ft.",548-594 sq.ft. (51-55 sq.m.) Carpet Area,2 BHK
4 Bedroom Independent House in Sushant Lok Phase - 3,"₹ 3.85 Cr₹ 14,259/sq.ft.","2,700 sq.ft. (251 sq.m.) Plot Area",4 BHK4 Baths
2 BHK Residential Apartment in Sector-104 Gurgaon,"₹ 71.25 Lac₹ 8,562/sq.ft.",832 sq.ft. (77 sq.m.) Carpet Area,2 BHK2 Baths
3 BHK Residential Apartment in Noida Extension,"₹ 58 Lac₹ 3,945/sq.ft.","1,470 sq.ft. (137 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Residential Apartment in Sector-25 Noida,"₹ 1.3 Cr₹ 8,227/sq.ft.","1,580 sq.ft. (147 sq.m.) Carpet Area",4 BHK3 Baths
3 BHK Independent Builder Floor in Saket,"₹ 47 Lac₹ 4,272/sq.ft.","1,100 sq.ft. (102 sq.m.) Super built-up Area",3 BHK2 Baths
(1 RK) Studio Apartment in Saket,"₹ 15 Lac₹ 3,333/sq.ft.",450 sq.ft. (42 sq.m.) Super built-up Area,1 RK1 Bath
7 Bedroom Independent House in Sector-23 Gurgaon,"₹ 5.5 Cr₹ 12,222/sq.ft.","4,500 sq.ft. (418 sq.m.) Plot Area",7 BHK7 Baths
5 BHK Independent Builder Floor in Niti Khand 1,"₹ 1.8 Cr₹ 5,538/sq.ft.","3,250 sq.ft. (302 sq.m.) Carpet Area",5 BHK5 Baths
5 BHK Independent Builder Floor in Indirapuram,₹ 1.79 Cr₹ 652/sq.ft.,"27,444 sq.ft. (2550 sq.m.) Carpet Area",5 BHK5 Baths
3 BHK Independent Builder Floor in Dwarka Mor,"₹ 35 Lac₹ 4,166/sq.ft.",840 sq.ft. (78 sq.m.) Super built-up Area,3 BHK2 Baths
6 Bedroom Independent House in Sector 17B Gurgaon,"₹ 6 Cr₹ 13,280/sq.ft.","4,518 sq.ft. (420 sq.m.) Plot Area",6 BHK6 Baths
Residential land / Plot in Sector 17B Gurgaon,"₹ 5.39 Cr₹ 11,930/sq.ft.","4,518 sq.ft. (420 sq.m.) Plot Area",
3 BHK Residential Apartment in Sector 85 Faridabad,"₹ 28.24 Lac₹ 4,373/sq.ft.",645 sq.ft. (60 sq.m.) Super built-up Area,3 BHK2 Baths
3 BHK Independent Builder Floor in Gyan Khand 1,"₹ 52.91 Lac₹ 3,648/sq.ft.","1,450 sq.ft. (135 sq.m.) Super built-up Area",3 BHK2 Baths
2 BHK Independent Builder Floor in Indirapuram,"₹ 45.5 Lac₹ 5,055/sq.ft.",900 sq.ft. (84 sq.m.) Built-up Area,2 BHK2 Baths
3 BHK Independent Builder Floor in Indirapuram,"₹ 52.5 Lac₹ 4,038/sq.ft.","1,300 sq.ft. (121 sq.m.) Built-up Area",3 BHK2 Baths
2 BHK Independent Builder Floor in Bahrampur,"₹ 20 Lac₹ 2,588/sq.ft.",850 sq.ft. (79 sq.m.) Super built-up Area,2 BHK2 Baths
Residential land / Plot in Sector-39 Gurgaon,"₹ 2.11 Cr₹ 12,470/sq.ft.","1,692 sq.ft. (157 sq.m.) Plot Area",
Residential land / Plot in Baghpat,₹ 8 Cr₹ 306/sq.ft.,"261,360 sq.ft. (24281 sq.m.) Plot Area",
(1 RK) Studio Apartment in Saket,"₹ 14 Lac₹ 4,000/sq.ft.",350 sq.ft. (33 sq.m.) Super built-up Area,1 RK1 Bath
4 BHK Independent Builder Floor in Ashoka Enclave Part-II,"₹ 1.02 Cr₹ 4,533/sq.ft.","2,250 sq.ft. (209 sq.m.) Super built-up Area",4 BHK3 Baths
4 BHK Independent Builder Floor in Greenfield,"₹ 1.85 Cr₹ 3,952/sq.ft.","4,680 sq.ft. (435 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Greenfield,"₹ 1.85 Cr₹ 3,952/sq.ft.","4,680 sq.ft. (435 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Residential Apartment in Sector-50 Gurgaon,"₹ 1.72 Cr₹ 7,818/sq.ft.","2,200 sq.ft. (204 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Independent Builder Floor in Indirapuram,"₹ 52 Lac₹ 4,160/sq.ft.","1,250 sq.ft. (116 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Independent Builder Floor in Ashoka Enclave,"₹ 1.1 Cr₹ 44,000/sq.ft.","2,275 sq.ft. (211 sq.m.) Super built-up Area",4 BHK3 Baths
4 BHK Independent Builder Floor in Sector 37 Faridabad,"₹ 1.18 Cr₹ 5,244/sq.ft.","2,250 sq.ft. (209 sq.m.) Built-up Area",4 BHK3 Baths
4 BHK Independent Builder Floor in Sector 37 Faridabad,"₹ 1.19 Cr₹ 5,289/sq.ft.","2,250 sq.ft. (209 sq.m.) Built-up Area",4 BHK3 Baths
4 BHK Residential Apartment in DLF CITY PHASE 5,"₹ 5 Cr₹ 12,500/sq.ft.","4,000 sq.ft. (372 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Independent Builder Floor in South City 1,"₹ 1.55 Cr₹ 8,611/sq.ft.","1,800 sq.ft. (167 sq.m.) Carpet Area",3 BHK3 Baths
3 BHK Residential Apartment in Sector-E Vasant Kunj,"₹ 1.95 Cr₹ 11,470/sq.ft.","1,700 sq.ft. (158 sq.m.) Super built-up Area",3 BHK2 Baths
5 BHK Residential Apartment in Sector-54 Gurgaon,"₹ 10.45  - 10.58 Cr₹ 17,000/sq.ft.","6,147-6,221 sq.ft. (571-578 sq.m.) Super built-up Area",5 BHK
3 BHK Residential Apartment in Sector-56 Gurgaon,"₹ 1.35 Cr₹ 6,428/sq.ft.","2,100 sq.ft. (195 sq.m.) Built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Sector-55 Gurgaon,"₹ 1.6 Cr₹ 6,304/sq.ft.","2,300 sq.ft. (214 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Sector-55 Gurgaon,"₹ 1.25 Cr₹ 5,952/sq.ft.","2,100 sq.ft. (195 sq.m.) Built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Sector-22 Gurgaon,"₹ 2.8 Cr₹ 9,061/sq.ft.","3,090 sq.ft. (287 sq.m.) Super built-up Area",3 BHK5 Baths
4 BHK Residential Apartment in Sector-19B Dwarka,"₹ 2.3 Cr₹ 9,666/sq.ft.","2,400 sq.ft. (223 sq.m.) Super built-up Area",4 BHK3 Baths
4 BHK Residential Apartment in Sector-19 Dwarka,"₹ 2.18 Cr₹ 9,773/sq.ft.","2,200 sq.ft. (204 sq.m.) Super built-up Area",4 BHK3 Baths
Residential land / Plot in Sohna,"₹ 35.38 Lac₹ 3,222/sq.ft.","1,098 sq.ft. (102 sq.m.) Plot Area",
3 BHK Independent Builder Floor in C Block Sushant Lok Phase - I,"₹ 1.78 Cr₹ 9,199/sq.ft.","1,935 sq.ft. (180 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Residential Apartment in Sarita Vihar,"₹ 1.62 Cr₹ 10,800/sq.ft.","1,500 sq.ft. (139 sq.m.) Carpet Area",4 BHK3 Baths
Residential land / Plot in Sector 88 Faridabad,"₹ 66 Lac₹ 5,729/sq.ft.","1,152 sq.ft. (107 sq.m.) Plot Area",
Residential land / Plot in BPTP,"₹ 1.2 Cr₹ 48,000/sq.ft.",250 sq.ft. (23 sq.m.) Plot Area,
Residential land / Plot in BPTP,"₹ 1.19 Cr₹ 5,289/sq.ft.","2,250 sq.ft. (209 sq.m.) Plot Area",
Residential land / Plot in BPTP,"₹ 1.6 Cr₹ 3,556/sq.ft.","4,500 sq.ft. (418 sq.m.) Plot Area",
Residential land / Plot in BPTP,"₹ 87 Lac₹ 3,867/sq.ft.","2,250 sq.ft. (209 sq.m.) Plot Area",
Residential land / Plot in Sector 88 Faridabad,"₹ 65.62 Lac₹ 5,833/sq.ft.","1,125 sq.ft. (105 sq.m.) Plot Area",
3 BHK Residential Apartment in Sector 88 Faridabad,"₹ 67.7 Lac₹ 3,635/sq.ft.","1,862 sq.ft. (173 sq.m.) Super built-up Area",3 BHK4 Baths
3 BHK Residential Apartment in Sector 88 Faridabad,"₹ 67.7 Lac₹ 3,635/sq.ft.","1,862 sq.ft. (173 sq.m.) Super built-up Area",3 BHK4 Baths
Residential land / Plot in BPTP,"₹ 1.15 Cr₹ 5,133/sq.ft.","2,250 sq.ft. (209 sq.m.) Plot Area",
4 BHK Independent Builder Floor in BPTP,"₹ 93 Lac₹ 3,491/sq.ft.","2,664 sq.ft. (247 sq.m.) Carpet Area",4 BHK4 Baths
13 Bedroom Independent House in Mayfield Garden,"₹ 5.25 Cr₹ 13,410/sq.ft.","3,915 sq.ft. (364 sq.m.) Plot Area",13 BHK13 Baths
1 Bedroom Farm house in Sohna,₹ 1.27 Cr₹ 292/sq.ft.,"43,560 sq.ft. (4047 sq.m.) Plot Area",1 BHK1 Bath
2 BHK Residential Apartment in Greater Noida West,"₹ 35 Lac₹ 3,977/sq.ft.",880 sq.ft. (82 sq.m.) Super built-up Area,2 BHK2 Baths
Residential land / Plot in Sushant Lok,"₹ 1.14 Cr₹ 12,667/sq.ft.",900 sq.ft. (84 sq.m.) Plot Area,
3 BHK Residential Apartment in Sector-109 Gurgaon,"₹ 1.15 Cr₹ 6,442/sq.ft.","1,785 sq.ft. (166 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Vasant Kunj,"₹ 2.4 Cr₹ 13,714/sq.ft.","1,750 sq.ft. (163 sq.m.) Super built-up Area",3 BHK2 Baths
3 BHK Residential Apartment in I P Extension,"₹ 1.25 Cr₹ 8,572/sq.ft.","1,400 sq.ft. (130 sq.m.) Built-up Area",3 BHK2 Baths
4 BHK Residential Apartment in Sector-111 Gurgaon,"₹ 2.35 Cr₹ 7,966/sq.ft.","2,950 sq.ft. (274 sq.m.) Super built-up Area",4 BHK5 Baths
4 BHK Residential Apartment in Sector-112 Gurgaon,"₹ 3.7 Cr₹ 7,807/sq.ft.","4,739 sq.ft. (440 sq.m.) Super built-up Area",4 BHK6 Baths
4 BHK Independent Builder Floor in East of Kailash,"₹ 4 Cr₹ 14,815/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK4 Baths
